secid,symbol,exchange,exchangecode,sourceexchange,securitytype
724548414,SACQ-MAR18-JUN18,EDM,1010322,EDMMIS,690
724548415,SACQ-MAR18-SEP18,EDM,1010323,EDMMIS,690
724548416,SACQ-JUN18-SEP18,EDM,1010324,EDMMIS,690
724548417,SAPQ-MAR18-JUN18,EDM,1010329,EDMMIS,690
724548418,SAPQ-MAR18-SEP18,EDM,1010330,EDMMIS,690
724548419,SAPQ-JUN18-SEP18,EDM,1010331,EDMMIS,690
724548420,SLMQ-MAR18-JUN18,EDM,1010336,EDMMIS,690
724548421,SLMQ-MAR18-SEP18,EDM,1010337,EDMMIS,690
724548422,SLMQ-JUN18-SEP18,EDM,1010338,EDMMIS,690
724548423,SNTQ-MAR18-JUN18,EDM,1010343,EDMMIS,690
724548424,SNTQ-MAR18-SEP18,EDM,1010344,EDMMIS,690
724548425,SNTQ-JUN18-SEP18,EDM,1010345,EDMMIS,690
724548426,SPGQ-MAR18-JUN18,EDM,1010350,EDMMIS,690
724548427,SPGQ-MAR18-SEP18,EDM,1010351,EDMMIS,690
724548428,SPGQ-JUN18-SEP18,EDM,1010352,EDMMIS,690
724548429,SPPQ-MAR18-JUN18,EDM,1010357,EDMMIS,690
724548430,SPPQ-MAR18-SEP18,EDM,1010358,EDMMIS,690
724548431,SPPQ-JUN18-SEP18,EDM,1010359,EDMMIS,690
724548432,SUIQ-MAR18-JUN18,EDM,1010364,EDMMIS,690
724548433,SUIQ-MAR18-SEP18,EDM,1010365,EDMMIS,690
724548434,SUIQ-JUN18-SEP18,EDM,1010366,EDMMIS,690
724548435,FFAN-MAR18-JUN18,EDM,1012998,EDMMIS,690
724548436,FFAN-MAR18-SEP18,EDM,1012999,EDMMIS,690
724548437,FFAN-JUN18-SEP18,EDM,1013000,EDMMIS,690
724548438,FFBN-MAR18-JUN18,EDM,1013005,EDMMIS,690
724548439,FFBN-MAR18-SEP18,EDM,1013006,EDMMIS,690
724548440,FFBN-JUN18-SEP18,EDM,1013007,EDMMIS,690
724548441,GILDID-MAR18-JUN18,EDM,1013024,EDMMIS,690
724548442,GILDID-MAR18-SEP18,EDM,1013025,EDMMIS,690
724548443,GILDID-JUN18-SEP18,EDM,1013026,EDMMIS,690
724548444,GRPN-MAR18-JUN18,EDM,1013035,EDMMIS,690
724548445,GRPN-MAR18-SEP18,EDM,1013036,EDMMIS,690
724548446,GRPN-JUN18-SEP18,EDM,1013037,EDMMIS,690
724548447,GTRID-MAR18-JUN18,EDM,1013046,EDMMIS,690
724548448,GTRID-MAR18-SEP18,EDM,1013047,EDMMIS,690
724548449,GTRID-JUN18-SEP18,EDM,1013048,EDMMIS,690
724548450,DHOID-MAR18-JUN18,EDM,1013057,EDMMIS,690
724548451,DHOID-MAR18-SEP18,EDM,1013058,EDMMIS,690
724548452,DHOID-JUN18-SEP18,EDM,1013059,EDMMIS,690
724548453,HEDJID-MAR18-JUN18,EDM,1013068,EDMMIS,690
724548454,HEDJID-MAR18-SEP18,EDM,1013069,EDMMIS,690
724548455,HEDJID-JUN18-SEP18,EDM,1013070,EDMMIS,690
724548456,HLPID-MAR18-JUN18,EDM,1013075,EDMMIS,690
724548457,HLPID-MAR18-SEP18,EDM,1013076,EDMMIS,690
724548458,HLPID-JUN18-SEP18,EDM,1013077,EDMMIS,690
724548459,HMSOID-MAR18-JUN18,EDM,1013082,EDMMIS,690
724548460,HMSOID-MAR18-SEP18,EDM,1013083,EDMMIS,690
724548461,HMSOID-JUN18-SEP18,EDM,1013084,EDMMIS,690
724548462,HMNN-MAR18-JUN18,EDM,1013089,EDMMIS,690
724548463,HMNN-MAR18-SEP18,EDM,1013090,EDMMIS,690
724548464,HMNN-JUN18-SEP18,EDM,1013091,EDMMIS,690
724548465,TBSQ-MAR18-JUN18,EDM,1010371,EDMMIS,690
724548466,TBSQ-MAR18-SEP18,EDM,1010372,EDMMIS,690
724548467,TBSQ-JUN18-SEP18,EDM,1010373,EDMMIS,690
724548468,TKGQ-MAR18-JUN18,EDM,1010378,EDMMIS,690
724548469,TKGQ-MAR18-SEP18,EDM,1010379,EDMMIS,690
724548470,TKGQ-JUN18-SEP18,EDM,1010380,EDMMIS,690
724548471,TONQ-MAR18-JUN18,EDM,1010385,EDMMIS,690
724548472,TONQ-MAR18-SEP18,EDM,1010386,EDMMIS,690
724548473,TONQ-JUN18-SEP18,EDM,1010387,EDMMIS,690
724548474,TREQ-MAR18-JUN18,EDM,1010392,EDMMIS,690
724548475,TREQ-MAR18-SEP18,EDM,1010393,EDMMIS,690
724548476,TREQ-JUN18-SEP18,EDM,1010394,EDMMIS,690
724548477,TRUQ-MAR18-JUN18,EDM,1010399,EDMMIS,690
724548478,TRUQ-MAR18-SEP18,EDM,1010400,EDMMIS,690
724548479,TRUQ-JUN18-SEP18,EDM,1010401,EDMMIS,690
724548480,VKEQ-MAR18-JUN18,EDM,1010406,EDMMIS,690
724548481,VKEQ-MAR18-SEP18,EDM,1010407,EDMMIS,690
724548482,VKEQ-JUN18-SEP18,EDM,1010408,EDMMIS,690
724548483,WBOQ-MAR18-JUN18,EDM,1010413,EDMMIS,690
724548484,WBOQ-MAR18-SEP18,EDM,1010414,EDMMIS,690
724548485,WBOQ-JUN18-SEP18,EDM,1010415,EDMMIS,690
724548486,ZEDQ-MAR18-JUN18,EDM,1010420,EDMMIS,690
724548487,ZEDQ-MAR18-SEP18,EDM,1010421,EDMMIS,690
724548488,ZEDQ-JUN18-SEP18,EDM,1010422,EDMMIS,690
724548489,ASRQ-MAR18-JUN18,EDM,1010427,EDMMIS,690
724548490,ASRQ-MAR18-SEP18,EDM,1010428,EDMMIS,690
724548491,ASRQ-JUN18-SEP18,EDM,1010429,EDMMIS,690
724548492,AIPQ-MAR18-JUN18,EDM,1010434,EDMMIS,690
724548493,AIPQ-MAR18-SEP18,EDM,1010435,EDMMIS,690
724548494,AIPQ-JUN18-SEP18,EDM,1010436,EDMMIS,690
724548495,REIQ-MAR18-JUN18,EDM,1010441,EDMMIS,690
724548496,HRBID-MAR18-JUN18,EDM,1013096,EDMMIS,690
724548497,HRBID-MAR18-SEP18,EDM,1013097,EDMMIS,690
724548498,HRBID-JUN18-SEP18,EDM,1013098,EDMMIS,690
724548499,HYPN-MAR18-JUN18,EDM,1013103,EDMMIS,690
724548500,HYPN-MAR18-SEP18,EDM,1013104,EDMMIS,690
724548501,HYPN-JUN18-SEP18,EDM,1013105,EDMMIS,690
724548502,INDAID-MAR18-JUN18,EDM,1013134,EDMMIS,690
724548503,ITUN-MAR18-JUN18,EDM,1013147,EDMMIS,690
724548504,ITUN-MAR18-SEP18,EDM,1013148,EDMMIS,690
724548505,ITUN-JUN18-SEP18,EDM,1013149,EDMMIS,690
724548506,ITVID-MAR18-JUN18,EDM,1013154,EDMMIS,690
724548507,ITVID-MAR18-SEP18,EDM,1013155,EDMMIS,690
724548508,ITVID-JUN18-SEP18,EDM,1013156,EDMMIS,690
724548509,ITUCA1N-MAR18-JUN18,EDM,1013161,EDMMIS,690
724548510,ITUCA1N-MAR18-SEP18,EDM,1013162,EDMMIS,690
724548511,ITUCA1N-JUN18-SEP18,EDM,1013163,EDMMIS,690
724548512,IVTN-MAR18-JUN18,EDM,1013168,EDMMIS,690
724548513,IVTN-MAR18-SEP18,EDM,1013169,EDMMIS,690
724548514,IVTN-JUN18-SEP18,EDM,1013170,EDMMIS,690
724548515,IWRDID-MAR18-JUN18,EDM,1013175,EDMMIS,690
724548516,IWRDID-MAR18-SEP18,EDM,1013176,EDMMIS,690
724548517,IWRDID-JUN18-SEP18,EDM,1013177,EDMMIS,690
724548518,IYCID-MAR18-JUN18,EDM,1013182,EDMMIS,690
724548519,IYCID-MAR18-SEP18,EDM,1013183,EDMMIS,690
724548520,IYCID-JUN18-SEP18,EDM,1013184,EDMMIS,690
724548521,JDOID-MAR18-JUN18,EDM,1013193,EDMMIS,690
724548522,JDOID-MAR18-SEP18,EDM,1013194,EDMMIS,690
724548523,JDOID-JUN18-SEP18,EDM,1013195,EDMMIS,690
724548524,JNUGID-MAR18-JUN18,EDM,1013204,EDMMIS,690
724548525,JNUGID-MAR18-SEP18,EDM,1013205,EDMMIS,690
724548526,REIQ-MAR18-SEP18,EDM,1010442,EDMMIS,690
724548527,REIQ-JUN18-SEP18,EDM,1010443,EDMMIS,690
724548528,LHCQ-MAR18-JUN18,EDM,1010448,EDMMIS,690
724548529,LHCQ-MAR18-SEP18,EDM,1010449,EDMMIS,690
724548530,LHCQ-JUN18-SEP18,EDM,1010450,EDMMIS,690
724548531,TFGQ-MAR18-JUN18,EDM,1010455,EDMMIS,690
724548532,TFGQ-MAR18-SEP18,EDM,1010456,EDMMIS,690
724548533,TFGQ-JUN18-SEP18,EDM,1010457,EDMMIS,690
724548534,RBPQ-MAR18-JUN18,EDM,1010462,EDMMIS,690
724548535,RBPQ-MAR18-SEP18,EDM,1010463,EDMMIS,690
724548536,RBPQ-JUN18-SEP18,EDM,1010464,EDMMIS,690
724548537,MMIQ-MAR18-JUN18,EDM,1010469,EDMMIS,690
724548538,MMIQ-MAR18-SEP18,EDM,1010470,EDMMIS,690
724548539,MMIQ-JUN18-SEP18,EDM,1010471,EDMMIS,690
724548540,CLRQ-MAR18-JUN18,EDM,1010476,EDMMIS,690
724548541,CLRQ-MAR18-SEP18,EDM,1010477,EDMMIS,690
724548542,CLRQ-JUN18-SEP18,EDM,1010478,EDMMIS,690
724548543,RMIQ-MAR18-JUN18,EDM,1010483,EDMMIS,690
724548544,RMIQ-MAR18-SEP18,EDM,1010484,EDMMIS,690
724548545,RMIQ-JUN18-SEP18,EDM,1010485,EDMMIS,690
724548546,TSHQ-MAR18-JUN18,EDM,1010490,EDMMIS,690
724548547,TSHQ-MAR18-SEP18,EDM,1010491,EDMMIS,690
724548548,TSHQ-JUN18-SEP18,EDM,1010492,EDMMIS,690
724548549,PANQ-MAR18-JUN18,EDM,1010497,EDMMIS,690
724548550,PANQ-MAR18-SEP18,EDM,1010498,EDMMIS,690
724548551,PANQ-JUN18-SEP18,EDM,1010499,EDMMIS,690
724548552,AWAQ-MAR18-JUN18,EDM,1010504,EDMMIS,690
724548553,AWAQ-MAR18-SEP18,EDM,1010505,EDMMIS,690
724548554,AWAQ-JUN18-SEP18,EDM,1010506,EDMMIS,690
724548555,ITUQ-MAR18-JUN18,EDM,1010511,EDMMIS,690
724548556,ITUQ-MAR18-SEP18,EDM,1010512,EDMMIS,690
724548557,JNUGID-JUN18-SEP18,EDM,1013206,EDMMIS,690
724548558,JPMID-MAR18-JUN18,EDM,1013211,EDMMIS,690
724548559,JPMID-MAR18-SEP18,EDM,1013212,EDMMIS,690
724548560,JPMID-JUN18-SEP18,EDM,1013213,EDMMIS,690
724548561,KAPN-MAR18-JUN18,EDM,1013218,EDMMIS,690
724548562,KAPN-MAR18-SEP18,EDM,1013219,EDMMIS,690
724548563,KAPN-JUN18-SEP18,EDM,1013220,EDMMIS,690
724548564,KKRID-MAR18-JUN18,EDM,1013229,EDMMIS,690
724548565,KMIID-MAR18-JUN18,EDM,1013234,EDMMIS,690
724548566,KMIID-MAR18-SEP18,EDM,1013235,EDMMIS,690
724548567,KMIID-JUN18-SEP18,EDM,1013236,EDMMIS,690
724548568,LBHN-MAR18-JUN18,EDM,1013249,EDMMIS,690
724548569,LBHN-MAR18-SEP18,EDM,1013250,EDMMIS,690
724548570,LBHN-JUN18-SEP18,EDM,1013251,EDMMIS,690
724548571,LBRID-MAR18-JUN18,EDM,1013256,EDMMIS,690
724548572,LBRID-MAR18-SEP18,EDM,1013257,EDMMIS,690
724548573,LBRID-JUN18-SEP18,EDM,1013258,EDMMIS,690
724548574,LEAID-MAR18-JUN18,EDM,1013263,EDMMIS,690
724548575,LEAID-MAR18-SEP18,EDM,1013264,EDMMIS,690
724548576,LEAID-JUN18-SEP18,EDM,1013265,EDMMIS,690
724548577,LONCA1N-MAR18-JUN18,EDM,1013270,EDMMIS,690
724548578,LONCA1N-MAR18-SEP18,EDM,1013271,EDMMIS,690
724548579,LONCA1N-JUN18-SEP18,EDM,1013272,EDMMIS,690
724548580,LONN-MAR18-JUN18,EDM,1013277,EDMMIS,690
724548581,LONN-MAR18-SEP18,EDM,1013278,EDMMIS,690
724548582,LONN-JUN18-SEP18,EDM,1013279,EDMMIS,690
724548583,LUXID-MAR18-JUN18,EDM,1013288,EDMMIS,690
724548584,LUXID-MAR18-SEP18,EDM,1013289,EDMMIS,690
724548585,LUXID-JUN18-SEP18,EDM,1013290,EDMMIS,690
724548586,LHCCA1N-MAR18-JUN18,EDM,1013299,EDMMIS,690
724548587,LHCCA1N-MAR18-SEP18,EDM,1013300,EDMMIS,690
724548588,LHCCA1N-JUN18-SEP18,EDM,1013301,EDMMIS,690
724548589,MACYID-MAR18-JUN18,EDM,1013306,EDMMIS,690
724548590,MACYID-MAR18-SEP18,EDM,1013307,EDMMIS,690
724548591,MACYID-JUN18-SEP18,EDM,1013308,EDMMIS,690
724548592,MASTID-MAR18-JUN18,EDM,1013313,EDMMIS,690
724548593,MASTID-MAR18-SEP18,EDM,1013314,EDMMIS,690
724548594,MASTID-JUN18-SEP18,EDM,1013315,EDMMIS,690
724548595,MCKID-MAR18-JUN18,EDM,1013324,EDMMIS,690
724548596,MGNTID-MAR18-JUN18,EDM,1013333,EDMMIS,690
724548597,MGNTID-MAR18-SEP18,EDM,1013334,EDMMIS,690
724548598,MGNTID-JUN18-SEP18,EDM,1013335,EDMMIS,690
724548599,MRWID-MAR18-JUN18,EDM,1013340,EDMMIS,690
724548600,MTAN-MAR18-JUN18,EDM,1013349,EDMMIS,690
724548601,MTAN-MAR18-SEP18,EDM,1013350,EDMMIS,690
724548602,MTAN-JUN18-SEP18,EDM,1013351,EDMMIS,690
724548603,MEICA1N-MAR18-JUN18,EDM,1013360,EDMMIS,690
724548604,MEICA1N-MAR18-SEP18,EDM,1013361,EDMMIS,690
724548605,MEICA1N-JUN18-SEP18,EDM,1013362,EDMMIS,690
724548606,MYLID-MAR18-JUN18,EDM,1013367,EDMMIS,690
724548607,NKEID-MAR18-JUN18,EDM,1013376,EDMMIS,690
724548608,NKEID-MAR18-SEP18,EDM,1013377,EDMMIS,690
724548609,NKEID-JUN18-SEP18,EDM,1013378,EDMMIS,690
724548610,SNHCA1N-MAR18-JUN18,EDM,1013383,EDMMIS,690
724548611,SNHCA1N-MAR18-SEP18,EDM,1013384,EDMMIS,690
724548612,SNHCA1N-JUN18-SEP18,EDM,1013385,EDMMIS,690
724548613,NVDAID-MAR18-JUN18,EDM,1013394,EDMMIS,690
724548614,NVDAID-MAR18-SEP18,EDM,1013395,EDMMIS,690
724548615,NVDAID-JUN18-SEP18,EDM,1013396,EDMMIS,690
724548616,MTRID-MAR18-JUN18,EDM,1013401,EDMMIS,690
724548617,MTRID-MAR18-SEP18,EDM,1013402,EDMMIS,690
724548618,ITUQ-JUN18-SEP18,EDM,1010513,EDMMIS,690
724548619,CVHQ-MAR18-JUN18,EDM,1010518,EDMMIS,690
724548620,CVHQ-MAR18-SEP18,EDM,1010519,EDMMIS,690
724548621,CVHQ-JUN18-SEP18,EDM,1010520,EDMMIS,690
724548622,BGAQ-MAR18-JUN18,EDM,1010525,EDMMIS,690
724548623,BGAQ-MAR18-SEP18,EDM,1010526,EDMMIS,690
724548624,BGAQ-JUN18-SEP18,EDM,1010527,EDMMIS,690
724548625,RPLQ-MAR18-JUN18,EDM,1010532,EDMMIS,690
724548626,RPLQ-MAR18-SEP18,EDM,1010533,EDMMIS,690
724548627,RPLQ-JUN18-SEP18,EDM,1010534,EDMMIS,690
724548628,GLNQ-MAR18-JUN18,EDM,1010539,EDMMIS,690
724548629,GLNQ-MAR18-SEP18,EDM,1010540,EDMMIS,690
724548630,GLNQ-JUN18-SEP18,EDM,1010541,EDMMIS,690
724548631,ATTQ-MAR18-JUN18,EDM,1010546,EDMMIS,690
724548632,ATTQ-MAR18-SEP18,EDM,1010547,EDMMIS,690
724548633,ATTQ-JUN18-SEP18,EDM,1010548,EDMMIS,690
724548634,S32Q-MAR18-JUN18,EDM,1010553,EDMMIS,690
724548635,S32Q-MAR18-SEP18,EDM,1010554,EDMMIS,690
724548636,S32Q-JUN18-SEP18,EDM,1010555,EDMMIS,690
724548637,FFBQ-MAR18-JUN18,EDM,1010560,EDMMIS,690
724548638,FFBQ-MAR18-SEP18,EDM,1010561,EDMMIS,690
724548639,FFBQ-JUN18-SEP18,EDM,1010562,EDMMIS,690
724548640,ADEQ-MAR18-JUN18,EDM,1010567,EDMMIS,690
724548641,ADEQ-MAR18-SEP18,EDM,1010568,EDMMIS,690
724548642,ADEQ-JUN18-SEP18,EDM,1010569,EDMMIS,690
724548643,COHQ-MAR18-JUN18,EDM,1010574,EDMMIS,690
724548644,COHQ-MAR18-SEP18,EDM,1010575,EDMMIS,690
724548645,COHQ-JUN18-SEP18,EDM,1010576,EDMMIS,690
724548646,DLTQ-MAR18-JUN18,EDM,1010581,EDMMIS,690
724548647,DLTQ-MAR18-SEP18,EDM,1010582,EDMMIS,690
724548648,DLTQ-JUN18-SEP18,EDM,1010583,EDMMIS,690
724548649,MTRID-JUN18-SEP18,EDM,1013403,EDMMIS,690
724548650,OCEN-MAR18-JUN18,EDM,1013408,EDMMIS,690
724548651,OCEN-MAR18-SEP18,EDM,1013409,EDMMIS,690
724548652,OCEN-JUN18-SEP18,EDM,1013410,EDMMIS,690
724548653,OMNN-MAR18-JUN18,EDM,1013423,EDMMIS,690
724548654,OMNN-MAR18-SEP18,EDM,1013424,EDMMIS,690
724548655,OMNN-JUN18-SEP18,EDM,1013425,EDMMIS,690
724548656,PANN-MAR18-JUN18,EDM,1013430,EDMMIS,690
724548657,PANN-MAR18-SEP18,EDM,1013431,EDMMIS,690
724548658,PANN-JUN18-SEP18,EDM,1013432,EDMMIS,690
724548659,PYPLID-MAR18-JUN18,EDM,1013437,EDMMIS,690
724548660,PYPLID-MAR18-SEP18,EDM,1013438,EDMMIS,690
724548661,PYPLID-JUN18-SEP18,EDM,1013439,EDMMIS,690
724548662,PPCCA1N-MAR18-JUN18,EDM,1013448,EDMMIS,690
724548663,PPCCA1N-MAR18-SEP18,EDM,1013449,EDMMIS,690
724548664,PPCCA1N-JUN18-SEP18,EDM,1013450,EDMMIS,690
724548665,PGRN-MAR18-JUN18,EDM,1013455,EDMMIS,690
724548666,PGRN-MAR18-SEP18,EDM,1013456,EDMMIS,690
724548667,PGRN-JUN18-SEP18,EDM,1013457,EDMMIS,690
724548668,NGPLTN-MAR18-JUN18,EDM,1013462,EDMMIS,690
724548669,NGPLTN-MAR18-SEP18,EDM,1013463,EDMMIS,690
724548670,NGPLTN-JUN18-SEP18,EDM,1013464,EDMMIS,690
724548671,ETFPLTN-MAR18-JUN18,EDM,1013469,EDMMIS,690
724548672,ETFPLTN-MAR18-SEP18,EDM,1013470,EDMMIS,690
724548673,ETFPLTN-JUN18-SEP18,EDM,1013471,EDMMIS,690
724548674,PMMID-MAR18-JUN18,EDM,1013476,EDMMIS,690
724548675,PMMID-MAR18-SEP18,EDM,1013477,EDMMIS,690
724548676,PMMID-JUN18-SEP18,EDM,1013478,EDMMIS,690
724548677,PSMID-MAR18-JUN18,EDM,1013483,EDMMIS,690
724548678,PSMID-MAR18-SEP18,EDM,1013484,EDMMIS,690
724548679,MRPQ-MAR18-JUN18,EDM,1010588,EDMMIS,690
724548680,MRPQ-MAR18-SEP18,EDM,1010589,EDMMIS,690
724548681,MRPQ-JUN18-SEP18,EDM,1010590,EDMMIS,690
724548682,FFAQ-MAR18-JUN18,EDM,1010595,EDMMIS,690
724548683,FFAQ-MAR18-SEP18,EDM,1010596,EDMMIS,690
724548684,FFAQ-JUN18-SEP18,EDM,1010597,EDMMIS,690
724548685,MEIQ-MAR18-JUN18,EDM,1010602,EDMMIS,690
724548686,MEIQ-MAR18-SEP18,EDM,1010603,EDMMIS,690
724548687,MEIQ-JUN18-SEP18,EDM,1010604,EDMMIS,690
724548688,SREQ-MAR18-JUN18,EDM,1010609,EDMMIS,690
724548689,SREQ-MAR18-SEP18,EDM,1010610,EDMMIS,690
724548690,SREQ-JUN18-SEP18,EDM,1010611,EDMMIS,690
724548691,ASCQ-MAR18-JUN18,EDM,1010616,EDMMIS,690
724548692,ASCQ-MAR18-SEP18,EDM,1010617,EDMMIS,690
724548693,ASCQ-JUN18-SEP18,EDM,1010618,EDMMIS,690
724548694,BIDQ-MAR18-JUN18,EDM,1010623,EDMMIS,690
724548695,BIDQ-MAR18-SEP18,EDM,1010624,EDMMIS,690
724548696,BIDQ-JUN18-SEP18,EDM,1010625,EDMMIS,690
724548697,STPQ-MAR18-JUN18,EDM,1010630,EDMMIS,690
724548698,STPQ-MAR18-SEP18,EDM,1010631,EDMMIS,690
724548699,STPQ-JUN18-SEP18,EDM,1010632,EDMMIS,690
724548700,LONCA1Q-MAR18-JUN18,EDM,1010637,EDMMIS,690
724548701,LONCA1Q-MAR18-SEP18,EDM,1010638,EDMMIS,690
724548702,LONCA1Q-JUN18-SEP18,EDM,1010639,EDMMIS,690
724548703,HMNQ-MAR18-JUN18,EDM,1010644,EDMMIS,690
724548704,HMNQ-MAR18-SEP18,EDM,1010645,EDMMIS,690
724548705,HMNQ-JUN18-SEP18,EDM,1010646,EDMMIS,690
724548706,ANHQ-MAR18-JUN18,EDM,1010651,EDMMIS,690
724548707,ANHQ-MAR18-SEP18,EDM,1010652,EDMMIS,690
724548708,ANHQ-JUN18-SEP18,EDM,1010653,EDMMIS,690
724548709,DCPQ-MAR18-JUN18,EDM,1010658,EDMMIS,690
724548710,PSMID-JUN18-SEP18,EDM,1013485,EDMMIS,690
724548711,PNRAID-MAR18-JUN18,EDM,1013490,EDMMIS,690
724548712,PNRAID-MAR18-SEP18,EDM,1013491,EDMMIS,690
724548713,PNRAID-JUN18-SEP18,EDM,1013492,EDMMIS,690
724548714,PRUID-MAR18-JUN18,EDM,1013497,EDMMIS,690
724548715,PRUID-MAR18-SEP18,EDM,1013498,EDMMIS,690
724548716,PRUID-JUN18-SEP18,EDM,1013499,EDMMIS,690
724548717,PHMCA1N-MAR18-JUN18,EDM,1013504,EDMMIS,690
724548718,PHMCA1N-MAR18-SEP18,EDM,1013505,EDMMIS,690
724548719,PHMCA1N-JUN18-SEP18,EDM,1013506,EDMMIS,690
724548720,QCOMID-MAR18-JUN18,EDM,1013511,EDMMIS,690
724548721,QCOMID-MAR18-SEP18,EDM,1013512,EDMMIS,690
724548722,QCOMID-JUN18-SEP18,EDM,1013513,EDMMIS,690
724548723,QANID-MAR18-JUN18,EDM,1013518,EDMMIS,690
724548724,QANID-MAR18-SEP18,EDM,1013519,EDMMIS,690
724548725,QANID-JUN18-SEP18,EDM,1013520,EDMMIS,690
724548726,RADID-MAR18-JUN18,EDM,1013529,EDMMIS,690
724548727,RADID-MAR18-SEP18,EDM,1013530,EDMMIS,690
724548728,RADID-JUN18-SEP18,EDM,1013531,EDMMIS,690
724548729,RBNID-MAR18-JUN18,EDM,1013540,EDMMIS,690
724548730,RBNID-MAR18-SEP18,EDM,1013541,EDMMIS,690
724548731,RBNID-JUN18-SEP18,EDM,1013542,EDMMIS,690
724548732,RBPN-MAR18-JUN18,EDM,1013547,EDMMIS,690
724548733,RBPN-MAR18-SEP18,EDM,1013548,EDMMIS,690
724548734,RBPN-JUN18-SEP18,EDM,1013549,EDMMIS,690
724548735,RESN-MAR18-JUN18,EDM,1013558,EDMMIS,690
724548736,RESN-MAR18-SEP18,EDM,1013559,EDMMIS,690
724548737,RESN-JUN18-SEP18,EDM,1013560,EDMMIS,690
724548738,RFGN-MAR18-JUN18,EDM,1013565,EDMMIS,690
724548739,RFGN-MAR18-SEP18,EDM,1013566,EDMMIS,690
724548740,DCPQ-MAR18-SEP18,EDM,1010659,EDMMIS,690
724548741,DCPQ-JUN18-SEP18,EDM,1010660,EDMMIS,690
724548742,GRPQ-MAR18-JUN18,EDM,1010665,EDMMIS,690
724548743,GRPQ-MAR18-SEP18,EDM,1010666,EDMMIS,690
724548744,GRPQ-JUN18-SEP18,EDM,1010667,EDMMIS,690
724548745,RFGQ-MAR18-JUN18,EDM,1010672,EDMMIS,690
724548746,RFGQ-MAR18-SEP18,EDM,1010673,EDMMIS,690
724548747,RFGQ-JUN18-SEP18,EDM,1010674,EDMMIS,690
724548748,AVVQ-MAR18-JUN18,EDM,1010679,EDMMIS,690
724548749,AVVQ-MAR18-SEP18,EDM,1010680,EDMMIS,690
724548750,AVVQ-JUN18-SEP18,EDM,1010681,EDMMIS,690
724548751,EPPQ-MAR18-JUN18,EDM,1010686,EDMMIS,690
724548752,EPPQ-MAR18-SEP18,EDM,1010687,EDMMIS,690
724548753,EPPQ-JUN18-SEP18,EDM,1010688,EDMMIS,690
724548754,ACLS-MAR18-JUN18,EDM,1010693,EDMMIS,690
724548755,ACLS-MAR18-SEP18,EDM,1010694,EDMMIS,690
724548756,ACLS-JUN18-SEP18,EDM,1010695,EDMMIS,690
724548757,ANGS-MAR18-JUN18,EDM,1010700,EDMMIS,690
724548758,ANGS-MAR18-SEP18,EDM,1010701,EDMMIS,690
724548759,ANGS-JUN18-SEP18,EDM,1010702,EDMMIS,690
724548760,GFIS-MAR18-JUN18,EDM,1010707,EDMMIS,690
724548761,GFIS-MAR18-SEP18,EDM,1010708,EDMMIS,690
724548762,GFIS-JUN18-SEP18,EDM,1010709,EDMMIS,690
724548763,ARIS-MAR18-JUN18,EDM,1010714,EDMMIS,690
724548764,ARIS-MAR18-SEP18,EDM,1010715,EDMMIS,690
724548765,ARIS-JUN18-SEP18,EDM,1010716,EDMMIS,690
724548766,KIOS-MAR18-JUN18,EDM,1010721,EDMMIS,690
724548767,KIOS-MAR18-SEP18,EDM,1010722,EDMMIS,690
724548768,KIOS-JUN18-SEP18,EDM,1010723,EDMMIS,690
724548769,REMS-MAR18-JUN18,EDM,1010728,EDMMIS,690
724548770,REMS-MAR18-SEP18,EDM,1010729,EDMMIS,690
724548771,RFGN-JUN18-SEP18,EDM,1013567,EDMMIS,690
724548772,RLON-MAR18-JUN18,EDM,1013580,EDMMIS,690
724548773,RLON-MAR18-SEP18,EDM,1013581,EDMMIS,690
724548774,RLON-JUN18-SEP18,EDM,1013582,EDMMIS,690
724548775,RPLN-MAR18-JUN18,EDM,1013591,EDMMIS,690
724548776,RPLN-MAR18-SEP18,EDM,1013592,EDMMIS,690
724548777,RPLN-JUN18-SEP18,EDM,1013593,EDMMIS,690
724548778,RRSID-MAR18-JUN18,EDM,1013598,EDMMIS,690
724548779,RRSID-MAR18-SEP18,EDM,1013599,EDMMIS,690
724548780,RRSID-JUN18-SEP18,EDM,1013600,EDMMIS,690
724548781,RDSAID-MAR18-JUN18,EDM,1013605,EDMMIS,690
724548782,RDSAID-MAR18-SEP18,EDM,1013606,EDMMIS,690
724548783,RDSAID-JUN18-SEP18,EDM,1013607,EDMMIS,690
724548784,S32N-MAR18-JUN18,EDM,1013612,EDMMIS,690
724548785,S32N-MAR18-SEP18,EDM,1013613,EDMMIS,690
724548786,S32N-JUN18-SEP18,EDM,1013614,EDMMIS,690
724548787,SAMID-MAR18-JUN18,EDM,1013619,EDMMIS,690
724548788,SAMID-MAR18-SEP18,EDM,1013620,EDMMIS,690
724548789,SAMID-JUN18-SEP18,EDM,1013621,EDMMIS,690
724548790,SBRYID-MAR18-JUN18,EDM,1013626,EDMMIS,690
724548791,SBRYID-MAR18-SEP18,EDM,1013627,EDMMIS,690
724548792,SBRYID-JUN18-SEP18,EDM,1013628,EDMMIS,690
724548793,SBUXID-MAR18-JUN18,EDM,1013633,EDMMIS,690
724548794,SBUXID-MAR18-SEP18,EDM,1013634,EDMMIS,690
